Text,label
"Free Angry Birds... Just amazing, funny and with many different (and complicated) levels to spent your time. Just like every Angry Birds game.",1
"As with all the angry birds games, this one is fun and addictive. Free version is ad supported which can make it slower on older phones. . .",1
Angry birds. I like em. I get em. I play em. I get more when they come out. word word,1
"This game has kept me entertained for WEEKS. I must admit, I was reluctant to jump on the 'Angry Birds' wagon, but I am ever so glad I did! This is a clever, if simple game (sometimes those are the best) and while they offer upgrades and unlocks if you p",1
I love this game=] There's nothing I don't like about this game. I first tried Angry Birds on my mom's phone and I was immediately hooked.,1
"It has been such a long time since I downloaded this onto my kindle, I cannot remember if its the original or not?! Either way, its an angry birds game so you know its great!",1
My two-year-old loves this game because they have a little videos at the end and she allowed to watch these little mini cartoons of Angry Birds and it's just fabulous so thank you,1
"Something very soothing about the music of angry Birds, it is wacky and funny but mostly addictive.  Why are they so angry? it is a fun game.",1
"What can be said about Angry Birds.  Its a game everyone loves, and its so addicting!!  Would recommend to anyone with kindle.",1
The one that started it all!! Rovio has done a great job with this concept. Great time killer! Love it!,1
I love angry birds so addicting. I love it love it love it. It worth the download too fun love it,1
We have enjoyed Angry Birds Free.  It has been a lot of fun for the whole family.  Easy to use!,1
I love angry birds. I think it is the best game in the world. everyone should play angry birds. I &lt;3 (&deg;^&deg;),1
it is angry birds you really dont need to say more then that. i mean come on these games are just fun,1
