Text,label
I already downloaded a couple if songs to mp3 and it was simple! The realplayer of android apps except its only for youtube. Try using Astro file manager to search for the folder and find the videos and songs you downloaded and converted. Very much worth,1
"We all love having Youtube at the palm of our hands.  Lots to check out and search for, haven't had any issues.",1
This is by far my favorite app on my kindle fire (even better than all my games!)  because I can watch all my favorite videos from Youtube even when I don't have Wi-Fi!! Brilliant! I was especially happy I got the app when a channel I liked got deleted f,1
"This little youtube downloader works great with kindle fire.  I can use the search function and type in any video makers name and view their videos.  I tried it with my own youtube account, simply typing in my name I use to make videos.  Instantly I foun",1
This app is just a mess an doesnt work all the time. I recamend the Droid Youtube Downloader (the title of the app),0
"Download all of any youtube videos! I can get music videos, funny clips, or even educational tutorials! This is great for all ages allowed on the site, because this is all of the website.",1
I love having my favorite YouTube videos at my disposal and its very convenient in downloading my favorite songs. Word.,1
"Love this app! on my kindle fire I download all my favorite YouTube videos, and they are saved to my gallery. you can watch them wherever, wifi or not. I absolutely love this app, I'm into a bunch of youtubers. ^_^ Thanks for making it!!",1
Is it the app or is it youtube? I don't know. What I do know is I'm tired of. the inconsistency . All I'm looking for is a way to reliably view and download youtube videos. This ain't it.,0
This is one of the best apps! It gives you free music and YouTube! Who wouldn't buy it? I love it!,1
Taking youtube everywhere with my kindle is great.  Love storing my favorite videos right on my kindle!  I would tell my friends about it.,1
This did not download or install at all on my cruz tablet..I used to have youtube already on it but it disappeared so I tried to load this and it didn't work at all,0
"This is the worse YouTube app every made, you can't sign into your profile and it's badly made and hard to figure out. It looks like the didn't even try to develop this app. It honestly doesn't deserve a star.",0
I really enjoy this app at home. I can download any video from youtube I want. I have like 35 music videos and 19 episodes of Fullmetal Alchemist.,1
I was looking at some of the other youtube downloading apps on Amazon and several of them started having the same failed download problem as FREEdi within the last day or so. I really have loved the ability to download videos to watch on my TV (I stream,0
This ap is one of my favorites. You can download YouTube music to your tablet for free....how cool is that!!???,1
"Many people said a &quot;virus&quot; made it suck but I love it. There is no virus, at least for me. I use this app when I need to watch youtube vids. One day my kindle stopped allowing me to watch videos on it so I started to watch them on this app. I c",1
Free way to take youtube on the goDownload anything on youtube and you can download as mp3 to listen to music while out of app,1
YouTube offers so much to so many. It is definitely a worthwhile site to visit as often as you like.,1
ytuydf gdthcf hdhjcc t t t t y y yby Rh. y Cb tc. gfc hgc vhf f. g. grtgcfgtgh ctgdg dfryfd tyro yuhcyou youtube,1
YouTube is very helpful and I'm glad that I have this app. I always come back and use this tool,1
"A fast and easy way to save your favorite Youtube videos for on the go use and entertainment, it is a must have app for youtube users who like to always be ready to share the latest music video with friends, or even that new viral video that just started",1
"Another garbage app not worth your time.You want youtube, go to youtube.Oh, snap!  Forgot, you can't &#34;do&#34; youtube......flash drive no workie on Kindle.",0
it lets me download videos and mp3 songs from youtube. you can search for it on youtube or search for whatever you want on the app.,1
"This is the perfect App for watching how to do things.  Two years ago I began teaching myself to draw.  When I found the YouTube app, I began to watch all types of artists who are the best in the world teach me how better to draw.  I quickly graduated fr",1
I like the app but this isn't right it is illegal to download music off youtube. that's why I give it only 1 star.,0
I wish I would have been had an app like this. let's you search and download any video or mp3 off YouTube.,1
"it works great all you have to do is go to youtube, type in what you want, tap di youtube downloaded, and your song will be ready in around 2 minutes!",1
I love YouTube and use it a lot.  I use it to learn how to do knitting stitches I don't know and watch funny animal videos and on You Tube you can find anything you want to look at or learn.,1
I am so greatful to see this working again!  It's so easy to use and has less happening in the background than youtube so you can hit your menu button to search whatever then long hold on top of what you chose and a box pops up.  Also you can save anythi,1
Did not like this.  I immediately deleated it and dowloaded the Droid Youtube Downloader.  This did not suit my needs.,0
it is great but it still needs updates or else  it wont download thingsFREEdi YouTube Downloaderlovely  blah blah blah blah blah blah blah,1
"For all tablets that aren't supported by Google Play and as such can't download google apps such as YouTube, this is a great app. If you know what you want to see you just type it in, and can watch it, download it, or download and convert in an MP3. It's",1
I love this app. it works great on my kindle fire. it saves me a lot of money because youtube has a ton of songs so I can just download them for free instead of paying a dollar per song.,1
Having the YouTube app on my kindle fire hd is convent and useful. You Tube is my &#34;go to&#34; when I need a video on how to do something from cooking to gardening.,1
"Have you ever wanted to throw your phone across the room because a youtube video wouldn't load?  Well, look no further.  This app lets you download youtube videos and keep them on your phone or Kindle to play when you are not in a Wifi zone or using 3G/4",1
I can't play any of the videos because it says they can not be play outside of youtube's official app.,0
"this app i thought, was going to play youtube videos but i bought it and i picked videos to watch but all it did was put pics in my gallery of the video.",0
"I've had this app since December, and it has worked perfectly the whole time. Never has it slowed down my Kindle Fire, nor interfered with my youTube access. I use it frequently, and have downloaded over 50 songs with this app. I would, and have, recconm",1
"Internet on Kindle Fire is very slow so I can rarely watch youtube videos because of the slowness, but when I got it, youtube is so fast!!!",1
We love youtube and this is a great app. We are happy with our purchase and we use this all the time. Thank you!,1
I couldn't find anything with this app. No search and you can't view the videos of people in a list like on youtube.com.,0
"If you YouTube, you need this app.  It works great and I never have a problem with it!  Thanks for an easy solution to YouTube'ing on the Kindle Fire!",1
"No features that are better than regular Youtube, thought this app was supposed to run faster on the Kindle Fire than the regular Youtube app.  Nope.",0
"I love this app, it lets you download any video from YouTube! Kindle Fire users: to get to the menu, pull that tab on the bottom of the screen to get the bar with the home icon on it. Press the box with the 3 lines in it. Enjoy :)",1
"I am in LLLLOOOVVVEEE with the band One Direction and everyday I watched their youtube videos. I tried to look for an app so I could follow them. Since the Kindle Fire doesn't give you wifi everywhere you go, I looked for videos I could download for free",1
You can watch your favorite youtube video anywhere! In your car just download the episode then go to your gallery and watch,1
It is a virus I detected it on my own no youtube vidios would load my apps were very slow when it came to loading the apps.Then I got an anti-virus detecter it told me thus app was a virus so I uninstalled it. I never installed the app again.,0
Works... But I just downloaded it for my kids to watch videos on it. But when I saw the videos on it. This is not a youtube this is an I want you to see my body boys app. Or girls look at all the stupid stuff I can do. Either way DO NOT DOWNLOAD! I forgo,0
everyone get this app u can watch anything on here btw every one plz watch computernerd101 if u get youtube,1
I do not like this youtube app. so if I do not like it you shod to.this is not a good app a bit!,0
"This app is freakin' amazing!!! Download any youtube video to mp4 format or any music video on youtube to mp3. I used this to download db's episodes 192-267 and all of them worked fine. Then I transferred those files to a flash drive, and then put them o",1
"this app is terrible. I do not recommend it to anyone. it is disorganized and not fast. I would tell people not to download it, and just type YouTube into their web browser.",0
"This works great. It allows me to put ANY youtube video onto my Kindle Fire. Just open this app, search for a video, click it and tell it so save as video. I can take funny videos to work and show them off with out internet there.",1
this is the best app ever good job people i would pay for this app if it cost no lie it downloads youtube videos and you can watch them anywhere without Internet access. Good job Kindle fire,1
It takes forever to load a video. I think that there needs to be a youtube app made by Google for the kindle fire. Guts you need to fix this app. I'm on the kindle fire he if that's any help.,0
This app downloads YouTube videos to your device. It is nice because my mom can download instructional videos for DYI projects. You can download them and take them with you when wifi is unavailable. Really convenient.,1
allrighht pplz this app is like the best u  can download ur favorite songs right off of youtube soo its not illgal bcuz youtube has licenesto everything thats on it yay and you get to listen to your music right off of ur devices own music storage i use k,1
I love it I can find all my fav songs and like videos from youtubers. I very much do recomend this app.,1
I HAVE WANTED SOME THING LIKE THIS FOR SOOO LONG I TELL YOU PEOPLE!!!!!  &hearts;&hearts;&hearts; ASPESHELY MINECRAFT VIDS!!  I LOVE YOUTUBE!!!!  :D &hearts;&hearts;,1
best app ever!!! works great on kindle fire and quality is amazing (HD)I recommend this if you want to download youtube videos and don't want to go through all the hassle. easy one step and ding! you got your video!!worth more than 5 stars!!!,1
This youtube downloader is so much better than Playtube!!  It works perfectly on my kindle fire.  It allows me to save music videos in my &#34;personal videos&#34; section on my device.  You also have the option to save just the audio in your MP3 (music),1
love being able to download videos to watch anytime without internet connection later must have if you like youtube already,1
"This YouTube download is fun and I know alot of people like YouTube download even if it's another YouTube download as long as they get it and to download stuff to listen to,it's likeable for alot of people and children.",1
This app is stupid. If you want YouTube then go on to the internet(silk). It is still pretty bad there but it is better.,0
Better n easier n faster than using youtube via the Internet. All though this is for whatever reason its faster. Also. No commercials.only adds scroll across the top. . .pretty ssweetness. Gotsto love it. . . .,1
"This app is very good if you're a person who wants to watch their favorite Youtube videos and music on demand without internet. You can just download them and go! After you figure it out, it's simple and user friendly. I use it all the time! The fact tha",1
No need to buy songs any more get them. for free here just don't get the update if you update ANY youtube app it will quit working so do download don't update!!!! hope i helped!!!,1
I deleted this right away! Why this is even an app I will never know? Its much easier to just get the real youtube app.,0
Hey you guys should watch your &quot;regular&quot;5th grade bus and the fricken steamer on youtube. So funny and plus there's gonna be a new video.,1
for along time I've been looking for something like this app where I could download youtube videos For FREE.When I found this app I was excited.Now I use this app EVERY day which I usually don't do.I use it for me and my family.,1
Was skeptical but I love this app! Can simply watch or download. Def worth getting. I am now hooked on it - so far better than any other youtube downloader for the kindle.,1
I don't know about everybody else but I love this app because you can download anything from youtube that you want for free!! You can also download music! I use this app all the time. If your like me and don't want to spend money on videos and music then,1
"I have YouTube on my other devices and it worked great.  It was fun watching the short films.  I haven't yet tried it out on my Kindle Fire HD, but I'm sure I will love it on that device too.",1
Apps that download You Tube videos violate the YouTube TOS (Terms Of Service) Several apps on Google play have been removed for violating the rules of other websites. Have nothing against downloading you tube videos but I won't because I respect their ru,0
I just got this app not so long ago and I already love it.  you can fey any thing off youtube and be able to watch it when you are not in a wife zone and you can put stuff on as your music,1
"This app can help me listen to music even if I cannot access YouTube. Many times, YT crashes on my phone especially during a lengthy song but this app allows me to continue to listen. I don't have any problems with this app and all the music I listen too",1
awesome! Just search any song that is on YouTube and it will download it to your music library! I love this app!,1
"My buddies say that the app is kinda a virus but when I downloaded this it was perfect! I downloaded it because youtube on the Internet did not work on my kindle tablet. Sure a few adds pop up above the screen but I don't seem to mind it at all. Though,",1
"FREEdi Youtube Downloader works beautifully!  I can get the latest videos from my favorite channels, and my friends think its amazing!  I hope you get this app and enjoy it. :)",1
"I can't download or even watched practically  anything. I believe that FREEdi youtube downloader plus lets you watch anything but it's $2.00. What a rip off. I don't know about you but I'm a major YouTuber and I need to have the full version, and I don't",0
This works great on my tablet.  My other YouTube Player app didn't work so I missed out on a lot of great videos.,1
its awesome i never found a good youtube downloader app i tried this one and it works fanstastic!! i do reccomend it,1
I just downloaded this app and so far it works fine. I downloaded my favorite minecraft songs and they play just like I'm in youtube. It was confusing at first but I figured it out and am still adding my fagorite videos. The app works great! Er... so far,1
Its YouTube whats not to like?  Plays video's that people upload for free.  If you watch youtube you need this app.,1
When I first got this app I was so happy! I could final watch youtube videos on my Kindle Fire. And the best part was I got to download my favorite videos on to my Kindle. And I never got a problem yet with it. That's why I am rating it 5 stars.,1
I dont see why people say its malware it runs perfect for me and is a nice program if you want to download your favorate youtubers latest vidio and not want to wait for youtube to load in the middle of the video,1
"there's something wrong with this app. every time I try to play a video it says:&quot;this video cannot be played outside the official youtube app&quot;3 things:one, it was working fine a few months ago so what happened?Two, what is the official youtube",0
This app is brilliant! I downloaded it on my kindle fire and it works perfectly. You can download any video from youtube for free!! It's great on kindle fire but I believe it may not work so well on other android devices. Still love it though!!!!!!!,1
"this is a pretty good app. just copy the title from the actual website of youtube , paste it in the search thing.enter.",1
Quickly downloads videos from youtube and searching is easy. I find it easy to navigate and easy to use. Gets my Thumbs Up!,1
a really enjoyed this app I think people who watch videos on youtube often should get this the idea of this app is great and I have no problems with it,1
why do you need this if you have the Internet on the kindle you just click on web and type in youtube bam videos I saw this and thought u wouldng need Internet but you do so I was definatly not gonna get this,1
This app works in conjunction with other apps. Anything youtube is great to own. I am more equipped for downloads.,1
"My son literally used this app every single day to watch his favs on youtube. I felt much safer with him using it than the Internet version. Now it freezes every time he tries to use it, which has resulted in tears &amp; frustration! Please fix!!!",0
I love youtube so I thought an app is amazingly awesome but I tell you get it because if you like youtube get this app!!!!!,1
"When I first tried this, and 2 other You Tube downloaders [TubeMP3 Machine, and TubeMate YouTube Downloader] none of them worked on my Kindle Fire. I gave up on them all, till I came across a You Tube video on how to install and use this one. I tried it",1
pf course youtube is worth it  or u cn juz use the internet but easier access i guess . . .,1
this is a gr8 app that lets you download songs and videos from youtube and whatch videos. gr8. no viruses or anything. force closes once in a while.but nothing bigot..,1
"I like youtube alot. It was free through Amazon and I love Amazon. I can download music for my laptop and my ereader. I like listen to music while i clean, when i', cooking or taking a shower but mostly when i'm laying in my bed quietly in my baby's arms",1
Horrible spammed my kindle I just want a app that I can watch youtube on not where you 'donwload it' and get a virus do not buy!!,0
"yeah you get all the videos from youtube, but not longer than 15. min, has viruses, and takes up all your internal space",1
This app sucks! I got this app because my youtube wasn't working. so I got this thing. this doesn't tell you how many views. this has bad visual quality and ia overall a bad decision,0
"This app is perfect for anyone with iffy wifi signal. When ur in a wifi signal, just simply search ur favorite youtube videos and download them straight to ur kindle! PERFECT if u want free songs... Or want to watch ur favorite youtube classics on the go",1
"Works just fine unlike almost all other youtube  apps.  search button doesn't work, you have to go through the menues.",1
had the app for a couple months and suddenly won't play any youtube vids not loading videos or downloading too many errors and shuts down regularly,0
"When I downloaded this app, I expected it to download movies and videos that I wanted off of YouTube, but I was wrong.  It took about 2 or 3 minutes for a video to download, and whenever I go to the Personal Videos app on my Amazon Kindle Fire HD Tablet",0
"It's youtube, I mean what can you say.? It works and it's free. Free is good! Nothing is different from the one you use on everything else.",1
this is the best app i have...you can download any video on youtube as a video or an m.p.3 so if you lose wifi you will still have it,1
If you like YouTube like I do.  This is a must have app!!!  Very very easy to get a video you like. This is a awesome App!!!,1
Downloaded to my kindle fire. It will no let me search for  things it just shows most poplar. I will just Google YouTube so I can watch what I want,0
"I thought this was actual youtube. all you can do is download everything, you can't view anything without downloading it.",0
This is an awesome app even on the kindle fire! you can download everything on youtube!!! I recommend this app to everyone. best app ever!,1
Freedi youtube downloader is the best. You can download any videos that you want on this app. I tried other you tube downloading apps but I didn't like em so I think that this app is the best for downloading videos from you tube.,1
"I use this on my kindle fire and it is so far flawless! You can search youtube and download a video as a video, mp3,  or AAC. Then you can view the video or song WITHOUT INTERNET CONNECTION!!A+ so far!!",1
"Not good as a YouTube browser, but good for watching and downloading the video and its audio! I love this! Good job MicroMacro Mobile Inc. !",1
the best so good it allows you to download stuff straight from youtube so I can watch bids on long car trips and on the go etc. WITHOUT WI-FI!!!,1
my children love youtube and this app was great for them because they were able to stream vidoes from their tablet,1
this is perfect for all the ppl who like going on youtube but wants the videos for later to watch.,1
i got this app sp that i could enjoy youtube songs and videos that arnt on cd or dvd and i love it,1
"Great way to get YouTube clips onto the Kindle Fire without a hassle, sometimes these Aps can be confusing, this one is easy to use and worked well. Don't need to be on line when watching it later.",1
Is it me?  I love youtube but don't like this app.  I don't find what I am looking for on this app.  I can't stop finding what I want on youtube on my computer. please help.,0
"This app compliments YouTube and adds the highly desirable video download feature. However, after maybe a year of using it happily it stopped working about couple of weeks ago (not sure if there was an update that broke it or maybe YouTube changed someth",0
I love youtube so of course I loved this app when I had it that is.... Youtube is a great website!!!!,1
I think this app is an excellent money saver to just download music from youtube then buying music 4 a dollar each with only slightly better quality,1
"This downloader only permits you to download the songs that youtube is offering, probably for a fee.  The ability to actually find a song you want (Patsy Cline - Crazy) doesn't exist as far as I can determine.The old saying that nothing is free is true h",0
"It is excellent for Kindle Fire, Good size, and easier to read the comments.  I use it often till I get a new TV which have YouTube so I only watch on Kindle Fire when I am outside or travel.  But it is really great to add it to Kindle Fire.",1
I like this app because my youtube stopped working and this app works for me and how I want it to. It does sometimes make me angry when it doesn't work but I like this app :),1
Videos never buffer after downloading and you can watch videos anywhere. Amazing for youtube lover's &#60;3 Must get it have fun,1
I love this on my kindle fire because I hate that youtube mobile doesn't support VEVO but this app...I love it!,1
"doesn'T play youtube playlists, takes forever to start and won't play playlists and search engine sucks !!!! if I could rate properly = minus 5 stars.There is not a single youtube app that will play my full playlist with no problems, FREEdi youtube playe",0
I have not used it but I always watch veveo vids on youtube quick loading when you skip does not lag but I know dis app is gonna be awesome oop done with the download,1
Sometimes youTube wont let me watch on my phone but VEVO allllllllways does! Heck yea! And it has all the new stuff!,1
It does just what it says so you do not have to worry about going on YouTube and then having to connect to vevo,1
works great on my kindle fire :) way better than youtube. haven't had any problems with it. videos load quickly and play without having to stop and reload. A+,1
must have if you like music videos. has great play lists and new music before it hits youtube. better than youtube,1
i didnt like this at all....couldnt really use it the way i would youtube......i would recommend youtube to anyone who wants to watch music videos.....,0
I love the vevo music videos on YouTube but this app is terrible. It only has a small number of the videos that they have posted on YouTube. Also it takes forever to load and the app design is not very user friendly. Not reccomended.,0
It is a really fun and adicting game. I found this game on youtube;I didn't know it had an app. I haven't had any problems with it.,1
Whenever I click on a show it just goes to YouTube. It's like if I wanted to watch this on YouTube I would just type it in the url,0
Great app if you have small kids. It compiles all the cartoons from youtube into one browseable app. There are a lot of old cartoons that you can easily watch and reminisce about the old days.,1
"The speed is better than Silk and Opera, which is what I was using before. And it handles youtube's mobile site correctly, which I haven't seen Opera do despite three updates.",1
pretty cool app nothing wrong even gives you an option to make certain movements to do certain things like go straight to youtube by drawing a smiley. its really fast to. and its free so go ahead and get it,1
"Very fast compared to the Amazon Browser. Love its attractive design. And possibly due to changes or upgrades, it can play Youtube videos.5 stars no doubt.",1
there are loads of funny to educational shows like youtube loop or car wrecks there is also a program where you can watch cartoons.,1
it lets me do every thing I love it so much ahhhhhhhhhhhhhhhhhhhh.:) I can go on facebook youtube tweeter and all others just fer it use it have fun with it.,1
This browser is outstanding. it is very fast and feels modern. ive been able to watch youtube videos just fine. (this is with kindle fire 1st gen),1
"I had downloaded several apps for my kindle fire,one that views hotmail best,another for youtube and the apps went on and on.I found this one and now only use it for all my favorite sites,and it shows them better than any other.It's everything I want and",1
I have only taken it for a short test drive but liking it much so far. Fast and light. Have not tried youtube yet.,1
I can watch youtube on my kindle fire with. this browser. so cool!!  so glad I found this one. I highly recommend it,1
pretty smooth. a good alternative to the silk browser that the kindle fire comes with. fast. good options. I just read a bad review regarding youtube which I haven't checked yet but will. but for free I really like this browser.,1
seems to play more youtube videos than silk is capable of too.  I like the gesture based navigation as well.,1
it is faster and I can attully watch youtube it is alsome and free I highly recommend it most get,1
Quite an amazing program! It is able to browse easily and even play videos on youtube. I highly reccomend this broswer,1
This browser solved all the issues I had with the amazon browser that came with my Kindle. Now it doesn't revert to desktop mode on Youtube and it let's me go back a page without taking me back to the main page.,1
this browser is good when other browsers won't work.  i like watching YouTube videos using this browser on my tablet.,1
"These guys don't play guitar, this app is junk. Check out guitar tapp app. One is free. Two has all these songs with a link to YouTube for video lessons. Three much easier to use. Four you can make sets for playing out. Please save your money and go chec",0
"I had never played Sudoku. I took a tutorial on YouTube and got busy with this ap.There is 1 feature I wish it had that the Google Play version has, and that is to highlight all the same number (such as if you're working on 3, all the 3s turn a different",1
"Folder Organizer looks and works great on my Droid X. I was a little slow on startup but viewing the YouTube video really helped. I suggest you disregard the negative reviews from ill-informed, self-appointed app-police. Their motives are not clear to me",1
watch tophatvideos on youtube and you will get 500x the amusement of this game...this game is amusing and makes u laugh...although it has no end it is fun. but wen it talks about the white button don't waste ur time looking 4 it because u wont find it.,1
Within 30 seconds I was watching YouTube videos on my TV controlled by this app on my tablet.  Fascinating.  App found the Xbox automatically no in pouts required.  I am writing this review while app is playing videos on TV.,1
I enjoyed the flexibility and functionality that this app allowed for. Beams youtube flawlessly from my android phone to my apple tv.,1
"All this is, is a bunch of links to youtube videos, most of which have been taken down, because the uploads them selves violated Fox's copyright. I can hardly believe this app is actually allowed in the marketplace. It's actually getting you to pay for i",0
"once i got it for $.99, i got banned from YouTube pretty much right after i got it. So i had to delete the app and i wasted $.99 on it. But, wen i had it and i wasnt banned from YouTube,  i found this app very disapointing. dont waste ur time and money o",0
Using this app to get to Glee videos will not work because the user has been banned from Youtube. Do not waste your money.,0
