Text,label
To be silently just tap an icon and go right to my Twitter account makes it so much easier. Signing in once is easier,1
SO GLAD I HAVE TWITTER ON MY BRAND NEW TABLET. MAKES LIFE MUCH MORE CONVIENT WHEN I AM OUT & ABOUT,1
"I love twitter but I hate all the extra apps they have for it. The moment you fall in love with one app, they change it or it stops working. But this app is great!",1
"I love twitter, and it works very well on the kindle. I really enjoy reading my tweets and looking at pictures.",1
"It is way better than the online Twitter.First of all,you can take a picture of yourself and upload it to your image.Second of all,...It's awsome.So get it.5 Stars.",1
I love Twitter! I've become addicted to it. Love getting breaking news and info in a flash. How did we live in this world without it?,1
"I tweet all the time. This app is the official twitter app from Twitter, and as far as I'm concerned, it's the best for twitter users.",1
I enjoy twitter very much. I get to keep up on the people I enjoy watching.It also gives info on sports games and concerts coming.,1
Before the last update the official twitter app was only a web app. That didn't cut it for me and many other people. The updated official twitter app is fast and gets the job done. It also doesn't look half bad. Bravo,1
This app works well on my kindle as well as my Android!  If you want to keep up to date with your Twitter account download this app.,1
"I was using mobile updates for my Twitter updates, until I found this app.  I am so glad I found this app!  It is so easy to use and keeps you current!  I haven't had any issues with it and it has simplified my Twitter-life!",1
"I don't use Twitter often, but when I do on my Android devices, I use this app. It works great and is very easy to use. Isn't that what apps are supposed to do?",1
I love twitter.  It allows me to read about people that I have high regard for.  I sometimes send messages to others on twitter.,1
It you are a twitter fanatic like me you will love this app. It makes it so easy to keep up on all the twitter news and makes it easy to post tweets.,1
This is a great app. I never thought I would use Twitter but I love it. Had a fraction of bugs my Facebook app seems to. Really gets you the information you want right at your fingertips. Easy to follow and understand even for the complete newbie like me,1
Works great and i did not experience any kind of bug.Highly recommended for all kindle fire twitter users.yeah.,1
"Twitter is ""okay,"" I guess. Not very user-friendly when compared to Facebook. I'd dump it in a New York minute if I wasn't following a famous relative.",0
If you have to go on Twitter get it. But it is still in the new stage. Very confusing! .,0
Love my Twitter App for my Kindle Fire! I can give a shout out to my blog followers to let them know about a new post and keep up on the latest with my favorite celebrities and sports teams. Thank you Amazon! :),1
"What can I say? It's nice to have the Twitter app on my Kindle. I've had no issues with it, so I'm happy.",1
"It's access to Twitter. No more, and no less. I like it. It does what it is meant to do.",1
I am admittedly addicted to twitter.  I love how it looks on my kindle fires screen. It's a great way to keep in touch with friends or cyber stalk your celebrity crush. Whichever you want to do.,1
"I love twitter, who doesnt? it works great on my Kindle, I like that I can keep up with twitter on many different devices",1
"Another wonderful and great app on amazon - Twitter, I use it like it looks great on my Kindle Fire HD. Nothing to think about just get it and it will get you! :D LOL",1
Love twitter as I use daily to blow off steam about stupid things Obama is doing to our country and how stupid a majority of us are to have voted him back into office.,1
I love this application you are able to do twitter in your fingertips and keep in touch with you family. I love it.,1
"I was getting tired of Facebook, and wanted to give Twitter a try. This is a great app and very easy to use.",1
"Let's be honest: almost everyone has a twitter account whether they admit to it or not. The Twitter app is great for reading through your feed, composing your own tweets, or creeping on celebrities. I recommend it without a doubt!",1
Twitter is a bomb. A cool way to connect with all walks of life and share a word or two of encouragement or surprise.,1
Twitter has become very popular lately among teens and adults alike.  I like to be able to retweet or favorite someone else's Tweet.,1
"Not sure why I decided to join Twitter...I figure if I need to get in touch with someone or find an opinion, there are a lot more ways to do it.",0
"This app is great.  The twitter feed works properly and you can easily navigate through your Twitter account.  Some parts of Twitter are limited because it is the mobile version, similar to most other mobile versions.",1
"If you have a Kindle Fire and a Twitter account, you need this app. It works exactly how you would expect a Twitter app to work. No surprises or bugs I couldn't handle. I figure there will be more features as the software gets ironed out and the Twitter",1
Its so easy to use twitter on the kindle fire. I use it for the style me girl game :-),1
I love twitter a lot and this app came in handy. It was easy to use and to check every person I followed.,1
Great app for twitter. It allows users to access and manage their Twitter account and that was what I was looking for. I recommend to anyone with a twitter account.,1
"Okay, it's like any other twitter on any other contraption that uses apps.  Why is it that you have to explain in so many words?",1
"I did not like it at all, and found it to be boring... I guessI'm just not into the Tweet! However, I do like the design of theTwitter blue bird. And that's all I have to say about it.",0
"what more can i say, its Twitter!!!!! great app to have! use it every day to follow others and have others follow me!",1
Why did I suffer so long using the Twitter mobile web site?  Their mobile site had all kinds of issues that this app doesn't have.  This app works great on my Kindle Fire (gen 1).  It loads the tweets quickly and reliably.,1
Im glad Twitter finally has a real app out on the Kindle Fire now. Its so much better than going to the mobile web version.,1
This app is great. Its a great short cut to twitter. I love this app.  I highly recommend getting this app.,1
"I am on twitter all the time. Whether if I am making tweets, or just looking at what everyone else posted; this app is beneficial because it makes it more efficient to navigate.",1
"This app is twitter. it works well and has no bugs as of yet. If you like twitter, this is twitter for your kindle fire",1
"It you are a twitter lover and user, this is the answer for your Kindle Fire HDX.  Could use a better help section for beginner Twitter users, otherwise, it has all the bells and whistles you need for fun tweeting.",1
"I love twitter, it is a wonderful site, to communicate facts, feelings  and fiction! LOLYour followers keep an 'open mind' about details &/or personal feelings",1
it is da best app ever get it.I like twitter. follow me on twitter I am nytinman1 its the best soical network you can get.,1
"Just like twitter, the app for twitter is made for the hand held device. Simple, Easy. Works perfectly with my Kindle Fire HDX 8.9.",1
"I like social apps that allow us to stay connected to friends and family on the go.  Twitter takes it a step further by letting you &#34;Follow&#34; your favorite news, sports and cultural blogs.  Since they are limited to 140 characters...you cannot get",1
"there is hardly a difference between this app and the real site. I can tap a tweet, read the article, share the article, return to the twitter app right where I left off. IDK what others are talking abt. (shrugs shoulders)",1
"I'm loving the Amazon Appstore. The Twitter app runs perfect on my Samsung Galaxy Tab. I love it, the user interface is amazing. Keep up the good work!",1
"If you don't already know what twitter is yet, you probably don't care to. But if you know, and have been using a third party app, I would encourage you to give their stock app another try. They have made a TON of improvements lately. The one that really",1
deleted &uuml;bersocial for kindle fire for this.. much easier to use.. &uuml;.s. had tiiiiny icons hard to tap even on a tablet. twitter app is just much better all around.. I run two accounts on mine as well. BIG +!!,1
i love this app because i can get on Twitter on my kindle fire. its great . with my recomendation you will want to get it. even better its free!!!,1
It's just a more mobile friendly version of twitter than using the browser.  7 more words required... crap crap crap,1
I enjoy this app. It allows me to get on twitter and it is easy to navigate.Some times the feed is a little old but I think it might be my personal internet connection.,1
I guess I am not the Twitter type of person. I gave it a try to follow some simple shows and the very next minute I was bombarded with all kinds of strange people and some very sick in the head individuals. I was threatened and felt so sick to my stomach,0
Now I just use Twitter on my Kindle Fire and it is amazing. It is really easy to use and you can spend hours &#34;tweeting &#34;,1
"I use it to update my shop's twitter account with. It's really well laid out, but I still have my doubts about twitter itself.",1
"Edited: 3/23/2014: I FOUND A FIX!!! The Kindle HDX can easily handle the full Facebook and Twitter programs. I called my Mayday pals (aren't they WONDERFUL??) And we learned together that if, when you plug in either address and an M is embedded there som",0
"I got this app on my Kindle Fire so I could share quotes from Kindle books on Twitter. It works really well for that purpose and, best of all, this app is free! Highly recommended!",1
I love twitter its sort of like instagram but insta gram is better al though they should have the real instagram for free,1
"I don't like Twitter at all.  Never been on it before.  And, likely, won't go to the site any more.",0
"I like to be able to access twitter now on my kindle, it makes it easier then logging in on the computer all of the time.",1
I love twitter and this app is the perfect setup for it. I don't have any complaints. I think twitter should be more popular than it is.,1
I NEVER have problems with this app. Thank goodness because I check twitter about a billion times a day. And I love being able to access it from my Kindle Fire.,1
I just love Twitter. It's just another fun social media that we all can enjoy keeping in contact with others. I never have problems with the app and use it daily.,1
Works just like every other Twitter app with no issues and very RARE app crashes.  I highly recommend this app.,1
Its twitter! what is there not to love. I have never had any issues with the app and would defiantly  suggest it.,1
Love my Twitter app. Very nice to keep in touch with family and friends.also to you informed about news and what's going on in the world.,1
"I have Twitter in my other two devices and it worked fine, but I haven't used it yet on my Kindle Fire HD.",1
twitter oz amazing I totally think everyone should get it it is not like face book but close to it it short of abounds like its a stalked app but it is really not I say that because you follow peolple and yeah,1
"Found out my daughter uses Twitter more than Facebook so I decided to get an account. I'm still finding my way around, but it provides a ton of information in a short time.",1
I love it it basically the same as the Apple version it is so easy to learn get Twitter on Android,1
"This is by far the better Twitter app on Kindle. Do every thing you would from your desktop. Typing is a breeze now that Kindle has swipe. Stable, pretty, and easy to use, I highly recommend this app.",1
"Love Twitter, have it installed on all my devices.  If you use it all the time like I do, this is a wonderful app to stay connected with social media.",1
twitter is the best way to connect and interact instantly and share interests. Its totally entertaining and you get to see what your fav celebs are doing!,1
"Really didn't have any interest in Twitter until my brother talked me in to it!  I enjoy it so much, so many things that I can keep b up with and can follow!  Lots of fun!",1
"Works very well on my Kindle Fire, very stable, never crashed, syncs perfectly all activities with your Twitter account, no complaints about it. Truly recommend",1
Love the Twitter app! It allows me to access my account and those I'm following quickly and never fails me.,1
"It's just like the twitter you would find on the OS devices or android powered devices. I absolutely love twitter, more than facebook actually. Good app(:Follow me; @YMCMB_60",1
I'm new to the tablet world and was having trouble getting onto Twitter. I didn't know I needed an app but once I downloaded the app it took me to the sign on page and I've had no problems since.,1
"I like Twitter alot, but when you have alot of games, you like playing, you can get lost in a game and time runs out, and then it's time to take a shower, eat dinner, and off to bed, to start a new day, and find your lost in your games again.",1
This does not have half of the features that twitter has to offer. I am uninstalling it and I might just delete my Twitter account while I am at it.,0
I am not to sure in the day and time that one can do with Twitter.  Keep in touch with everyone/ or what is important in your life.  Keep it on an stay in-touch,1
I ConSider Twitter wAs A Good System To Enjoy  To Enjoy It To The  End Of Time I Enjoy Twitter As I Love Breathing,1
"After update, pictures would not load. Use the Twitter app in the Dolphin Browser instead. Or don't update the Twitter app.",0
"Twitter is almost on top when it comes to social media,  I love that you don't have the profile b.s. that Facebook asks for and you no who is real and who isn't. Facebook catfish and people making fake profiles is destroying many people's lives. Twitter",1
"Works like it should.No complaints. Everything (except change twitter settings, not app settings) you can do on the computer you can do on your phone :)",1
I wish I could remove my name from twitter. I don't like it and since I signed up I've gotten a constant stream of new web sites.  I remove one and another pops up.  Coincident? Maybe.  Iwont reccommend,0
This is a good app for me to read Twitter while I'm in my bed and want to catch the last Tweets before I go to bed.  *addicted*,1
"I love the bird, I did not know I could get to twitter this way but is was so easy. It is a quick way to see what is going on.",1
Love twitter love to follow my favorite stars to see what they are up too.  Especially dancing with the stars cast and everyone from general hospital and days of our lives,1
A must have. If you  belong to 21st century You gotta be in twitter.,1
Twitter is way better than all those other twitter apps like tweetcaster this is a lot better and id choose this in a heartbeat.,1
Downloaded this app on my kindle to try and keep up with Twitterverse.  App is easy to use.  I would recommend to others.,1
The Twitter app is good if you like to spend time on twitter. You don't have be on the computer all the time if you have this app.,1
"I'm a huge twitter fan works great with my tablet no adds, I don't have any complaints about this app",1
"I never could understand what all the fuss was about, now I am addicted.  This app keeps me in the loop wherever I am.  Nothing beats Twitter for up to the minute news.",1
I like twitter.. I was just lookin for something a little different.. might download again is tweetcaster keeps acting up..,1
Full functionality in my KF and way better than going through the browser. A must have if you ever want to check your twitter.,1
I love Twitter. In today's world of technology this is a great app. I only started tweeting about a week or two ago so I downloaded the app to try. It's pretty great. It's easy to navigate through for a beginner. Definitely would recommend if you're on T,1
"Now I'm mobile with my Kindle Fire app for twitter, how cool is that? I can tweet from my android or from the kindle now, can't be mad at that.",1
As all social networking sites this one does not disappoint. It's Twitter; what more is there to say really. LoL,1
"i have twitter to follow the news and that is about it, it doesnt have to be a social network it can me a filtered media network and i like that.",1
I see and keep up with everyone in twitter ....cant complain about this product ...plus its free....if you want it get it its safe and good...,1
I love twitter but I need to know how to make a hash tag so tell me how @HRWharrison plz,1
I have had a lot of trouble with this version of Twitter perhaps I up loaded the wrong version. I can not post from my kindle and it is just confusing. I use Twitter on my computer on my computer with out problems. I think I will be deleting it and try a,0
I've used lots of different twitter apps on my iPhone. This one on my Kindle Fire HD 8.9&#34; tablet really is the best. I find it so simple. It's much easier than using my browser on my desktop or laptop. This Kindle app works seamlessly.,1
"I have had no issues with Twitter use on my kindle fire HD. Updates on my correspondences, flowers, tweets that have been favorited, and ease of maneuverability is fantastic. The application makes personalizing your Twitter page a breeze as well. Going b",1
"I like this app. I'm able to go right to Twitter rather than logging in on the traditional website. Fast, easy, and convenient.",1
"This is definately an awesome app, It is very easy to use. I Love to use my kindle for twitter!",1
Great little app. Perfect for checking on my twitter updates and info. Works really well. No problems. Highly recommended cool app.,1
i love it and it is easier so you do not have to use a computer to use twitter at all,1
when I try to vet into twitter is always says that the username ir password is incorrect. so I try to fix it and it doesn't work. and when I think it is going to work it loads forever. PLEASE FIX IT,0
"Nice app for the novice user. I don't know all there is to know about twitter, but it works for everything I need it for.",1
"It works like a charm, just like the other Twitter apps which we weren't expecting since some of the Kindle apps are full bugs. Pleasantly surprised.",1
get it get it get it if u have a twitter it is awesome and it works great I think everyone that has a kindle should get one!!,1
@namesping.  New to it but learning.  I would have never used it but entered a contest on The Ellen show with it and won so guess what. I use Twitter now.,1
Twitter is fabulous. How are people even allowed to rate this? Everyone knows that its a good app. I was happy I was able to get it on my kindle.,1
I love seeing twitter in such a great app! i love on my kindle fire how on the app the bird looks so clean!,1
It is everything it was advertised it to be. An app for Twitter. It hasn't froze once. And for me that is a big deal.,1
Good app... recommended to all... Downloaded app to personal cell phone as well.Twitter twitter twitter twitter Twitter twitter twitter twitter Twitter twitter twitter twitterWill use again,0
"I love Twitter, use it all the time, it runs fine on my new Kindle.  Still working out the kinks of the keyboard mode on my new Kindle, but other than that, Twitter runs great on it.",1
Just like the Twitter I use on the laptop. Works fine and I can easily see what I want and get to where I want easily.,1
"Like Facebook, Twitter is a great way to keep in touch with everyone who is important to you.  I want it on all my computers, tablets and smartphones.",1
"Love the Twitter.  Love following all those fabulous people.  Such a great medium for social media.  This download has worked great, and no bugs that I've found.",1
I&apos;m surprised this had three stars... it&apos;s indispensable for Twitter users - even power users like myself. Still has some bugs but generally pretty good quality.,1
If you use Twitter than you almost have to get it for any mobile device you own. It's nice to have a front row seat into the lives of people you may never get to meet.,1
The twitter app work great on all my devices.I can say honestly I would recommend this app to anyone that uses Twitter.,1
"Everyone uses Twitter, so here is where I got to experience it.  I had tried to use twitter on my other computers, but this app is so easy.  Makes you want to tweet all the time.",1
"I know people have a lot of different preferences when it comes to Twitter apps, but I feel this app works the best.  The interface is clean, and itbis easy to use.  Never had any issues on my 1st Gen Fire.",1
I have been a Twitter fan for quite a few years & this app is great to keep up with my contacts & keep tweeting,1
It's twitter what more can I say?!Great app works perfect I can't complain!I love this app and I would recommend it!,1
Who doesn't love twitter? (: Works pretty nicely and I love twitter. I haven't had a problem with it at all.,1
Does exactly what i want it to do which is take me to twitter so that I can check it,1
love this app. it works great on my kindle fire hd. much better then checking my twitter on my phone. a must have it you use twitter,1
"I am definitely tweeting more since I downloaded this app!! That's saying something because I thought Twitter was ridiculous now I m tweeting away. Chirp, chirp.",1
I don't really use Twitter but my nieces really like to use it so for that reason I will give it 1 star!,0
I like twitter and this app is easy to use and helpful. Easy to keep up with things in life,1
Works wonderfully. It is way better than any other Twitter app I've seen to date. It's smooth and easy to use. Love it.,1
"It's twitter. It does what it's supposed to, and it does it surprisingly well. the new updates were a little buggy, but it works",1
"Makes it even easier to get up and check my twitter. I haven't checked twitter in a little while since #TWD is done right now, but I know I can check it anytime I want now.",1
I am new to Twitter.  I don't know how to use the features yet.  I like reading the tweets. Time will tell.,1
"The twitter app is just as good as any facebook, fantasy football, pinterest, email, etc. apps. You can do whatever you need to for your twitter account, updates, and followings.",1
"I'm just not into Twitter, so I deleted it.  I already spend too much time with Facebook!  Maybe I'll use it later??",0
I love twitter I have met many new bands and have met many new directioners a I get updates on yours and just about everything,1
Twitter good ole Twitter it's got everything it's just Twitter on your kindle you get what you expect. If you like Twitter get this app,1
"Twitter is awesome and it works especially great on the kindle fire. I'm on it all the time &amp; sometimes it freezes up but I think that's just my Kindle, not the app. I say get it!!!!!",1
"i have never used this input method before. it took me about 20 minutes of doing texts, updating Facebook and posting on Twitter to master this app. i really like it now. it really only takes a bit to learn, you really only have to remember where to star",1
"Great Video app, simply add your e mail and and pass from Face book or twitter I think it was?.... if you like to save all your free videos that is lol.. Poke around to get used to the buttons, but most of all, &quot;top right corner&quot; for your playl",1
it work we'll I got it and it perfect and I got interent problems that I can log in to face book or twitter and something wrong with my browser but when I get this It work perfect never detle this u should get it!,1
"Great app, uses your GPS to track you and hosts it on their website. Then you can send the link to friends or share the link on fb/twitter/email and they can track you. Very accurate and detailed tracking, accurate within a foot and detailed in that it s",1
"Loving Hoot on Fire. Don't fancy twitter app, tried tweet caster for weeks, way too slow although liked features. Tried Hoot to speed things up &amp; it really flies on my Fire, &amp; features are excellent.  give it a try!",1
it does what I expect and it is great. I only use it for twitter and its the best twitter app ive used.,1
"If Twitter seems overwhelming, but you can see some intrinsic value for your business/cause/event, I suggest HootSuite for managing all those streams and #topics. I must say I like TweetDeck's ability to allow a longer post, but w/ practice, you'll get t",1
I love being able to juggle my personal and business twitter accounts at the same time.  Huge time saver.  Must have.,1
Every time I try log in to twitter it tells me there is an incorrect username and password... but I haven't even been able to add my twitter username or password. Facebook works fine. So frustrating. It seems like a common problem between all KF twitter,0
"You can use it as a basic twitter client, but the real power.comes from having multiple accounts and getting the same power as the website. You can even go to the website when away from your tablet to schedule tweets,.etc. I love the product and think th",1
HootSuite is my twitter and facebook client of choice. It makes scanning all my twitter lists a quick and easy task. I use it on both my Kindle Fire and Galaxy S3 with no problems at all.,1
"HootSuite is a great app for managing multiple Twitter accounts, plus Facebook, and others. The free version will allow up to 4 Twitter accounts. It can post pics, shorten links, retweet in different ways, and more. It's quite versatile. Hootsuite is my",1
This is a good FREE tool to manage my twitter feeds and status on FB and Linked In.  I'll keep it.,1
"It won't let me add Facebook after I added Twitter and LinkedIn. It says I need to pay for pro to get a 5th stream--but I'm only trying to add a third! Without Facebook, it's pretty much pointless.",0
