Text,label
Great app for google calendaring.  And I got it for free as a FAOTD!I highly recommend it if you're looking for a replacement for the stock google calendar.I'm using it on a Xoom with ICS.,1
"This app is great and works flawlessly. For you Amazon Fire users, there IS NO Google calendar on your device because it is not an official Google product. There is nothing wrong with this app and should not be rated down because your device is lacking.I",1
just want to tell the community that Google calendar (and task ) syncing work.please don't blame the dev.  just go settings - synchronisation - Google task - enable sync...alto don't Forget toi specify default calendar when creating new task otherwise it,1
fantastically customizable Syncs with google calendar and tasks and with ToodleDo Displays monthly weekly and tasks fuse and combinations.  well worth the price in my humble opinion.  the best calendar and tasks app I've ever seen.  everything customizab,1
I got my new Kindle Fire yesterday and needed a calendar.  I don't use Google calendars or any others and so I was frustrated that every calendar app seemed to want to sync to another account which I didn't have.  I just wanted to be able to enter events,1
"Disappointing that this does not sync with Google Calendar. As a Fire and Android user, I've been looking for a good free calendar for the Fire, and had hoped this would be it. Unfortunately, it's not.",0
"Just tried this out and it seemed like it was going to do the job for me (I don't care about snyching to the Google Calendar). My big thing was that it needs to work offline, and it seems that it does. However, when I tried to add a contact,it promptly c",0
I can't figure out how to enter account information for my google calendar / tasks account or my exchange calendar. Why would amazon pick this for the app of the day when there are millions of kindle fire owners that can't use it. not impressed. kindle f,0
"Sync's up smoothly with google calendar, I like the option of mini text on the monthly view so I can see a quick overview of all upcoming plans. No complaints yet",1
"When installed on the Kindle Fire, this app doesn't sync with Google Calendar - it only works as a standalone application. Without sync, this app is pretty useless.",0
Great app. but always seems to be a version behind what is available on Google play store. Please update it to keep in synch with the play store version.,1
"This worked for me instantly.  Better, it let me install another Android app that both Amazon and Google Market (now Google Play) insisted wouldn't run on my S5570 Galaxy Mini Android phone.  I eventually found the uncooperative app on one of the kazilli",1
"I used to use this app quite a lot. I actually used the free version from Google Play before it was available here. Too bad it seems the play version is way more updated than here, probably because they charge more for the &quot;pro&quot; version there.",0
